ID	Title	Brand	MPN	UPC	link	Price	Availability	Description	Image_link	custom_label_0	Condition
689	HTC Droid DNA LCD Digitizer Touch Screen -White, Original	HTC	HTC-DNA1-101		https://www.phonepartworld.com/HTC-Droid-DNA-LCD-Digitizer-Touch-Screen-White-Original	99.99	In Stock	Say goodbye to that cracked screen. Have you have accidentally dropped your HTC Droid DNA and realized that its screen has been scratched or broken? We all know how it feels like, but that's alright! This LCD screen for HTC Droid DNA includes both the touch screen digitizer glass and LCD screen. If your HTC Droid DNA has been dropped or damaged for any reason, this is the replacement screen for you! This brand new assembly includes both screens, allowing you to repair damages like broken LCD displays, discoloration, dead pixels, scratched touch screen glass, and much more! Use this brand new replacement screen assembly to resolve nearly any display or cosmetic issues your HTC Droid DNA may have! Features: HTC Droid DNA Outer Glass + LCD Screen + Touch Digitizer Panel, Preassembled Display Type: Super LCD3 Capacitive Touchscreen Original OEM LCD Screen Replacement Part Resolution: 1920x1080 Pixels, 16M Colors Protection: Corning Gorilla Glass 2 Screen Size: 5.0 inches White Light Guide Color: White Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/Droid%20DNA/1-HTC-Droid-DNA-LCD-Touch-Screen-Digitizer-Replacement.jpg	HTC	New
697	HTC Droid DNA LCD Digitizer Touch Screen -Black, Original	HTC	HTC-DNA1-102		https://www.phonepartworld.com/HTC-Droid-DNA-LCD-Digitizer-Touch-Screen-Black-Original	56.99	In Stock	Say goodbye to that cracked screen. Have you have accidentally dropped your HTC Droid DNA and realized that its screen has been scratched or broken? We all know how it feels like, but that's alright! This LCD screen for HTC Droid DNA includes both the touch screen digitizer glass and LCD screen. If your HTC Droid DNA has been dropped or damaged for any reason, this is the replacement screen for you! This brand new assembly includes both screens, allowing you to repair damages like broken LCD displays, discoloration, dead pixels, scratched touch screen glass, and much more! Use this brand new replacement screen assembly to resolve nearly any display or cosmetic issues your HTC Droid DNA may have! Features: HTC Droid DNA Outer Glass + LCD Screen + Touch Digitizer Panel, Preassembled Display Type: Super LCD3 Capacitive Touchscreen Original OEM LCD Screen Replacement Part Resolution: 1920x1080 Pixels, 16M Colors Protection: Corning Gorilla Glass 2 Screen Size: 5.0 inches Color: Black Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/Droid%20DNA/2-HTC-Droid-DNA-LCD-Touch-Screen-Digitizer-Replacement-Black.jpg	HTC	New
707	HTC EVO 4G LTE LCD & Digitizer Touch Screen -Black, Original	HTC	HTC-E4L-101		https://www.phonepartworld.com/HTC-EVO-4G-LTE-LCD--Digitizer-Touch-Screen--Black-Original	59.45	In Stock	Say goodbye to that cracked screen. Have you have accidentally dropped your HTC EVO 4G LTE and realized that its screen has been scratched or broken? We all know how it feels like, but that's alright! This LCD screen for HTC EVO 4G LTE includes both the touch screen digitizer glass and LCD screen. If your HTC EVO 4G LTE has been dropped or damaged for any reason, this is the replacement screen for you! This brand new assembly includes both screens, allowing you to repair damages like broken LCD displays, discoloration, dead pixels, scratched touch screen glass, and much more! Use this brand new replacement screen assembly to resolve nearly any display or cosmetic issues your HTC EVO 4G LTE may have! Features: HTC EVO 4G LTE Outer Glass + LCD Screen + Touch Digitizer Panel, Preassembled Display Type: IPS LCD2 Capacitive Touchscreen Original OEM LCD Screen Replacement Part Resolution: 1280x720 Pixels, 16M Colors Protection: Corning Gorilla Glass Screen Size: 4.7 inches Color: Black Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/EVO%204G%20LTE/1-HTC-EVO-4G-LTE-LCD-Assembly-LCD-Replacement-Black.jpg	HTC	New
710	HTC EVO 4G LTE Touch Screen Digitizer - Black, Original	HTC	HTC-E4L-105		https://www.phonepartworld.com/HTC-EVO-4G-LTE-Touch-Screen-Digitizer-Black-Original	29.99	In Stock	Say goodbye to that cracked screen. If you have accidentally dropped your HTC EVO 4G LTE and realized that its front screen has been scratched, broken or lost its touch screen sensitivity, then using this part you can restore its functionality. This front screen glass for the HTC EVO 4G LTE includes both the front glass and the touch screen digitizer pre-attached. If your EVO 4G LTE's front screen has been damaged for any reason, this is the replacement screen for you! Use this brand new replacement screen digitizer to resolve touch screen sensitivity any cosmetic issues your EVO 4G LTE may have! Features: HTC EVO 4G LTE Outer Glass + Touch Digitizer Panel, Preassembled Original OEM Touch Screen Digitizer Replacement Part Touch Screen Type: Capacitive Touchscreen Size: 4.7 inches Color: Black Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/EVO%204G%20LTE/1-HTC-EVO-4G-LTE-Touch-Screen-Digitizer-Replacement.jpg	HTC	New
711	HTC EVO 4G LTE Touch Screen Digitizer - White, Original	HTC	HTC-E4L-106		https://www.phonepartworld.com/HTC-EVO-4G-LTE-Touch-Screen-Digitizer-Lens-White	29.99	In Stock	Say goodbye to that cracked screen. If you have accidentally dropped your HTC EVO 4G LTE and realized that its front screen has been scratched, broken or lost its touch screen sensitivity, then using this part you can restore its functionality. This front screen glass for the HTC EVO 4G LTE includes both the front glass and the touch screen digitizer pre-attached. If your EVO 4G LTE's front screen has been damaged for any reason, this is the replacement screen for you! Use this brand new replacement screen digitizer to resolve touch screen sensitivity any cosmetic issues your EVO 4G LTE may have! Features: HTC EVO 4G LTE Outer Glass + Touch Digitizer Panel, Preassembled Original OEM Touch Screen Digitizer Replacement Part Touch Screen Type: Capacitive Touchscreen Size: 4.7 inches Color: White Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/EVO%204G%20LTE/1-HTC-EVO-4G-LTE-Touch-Screen-Digitizer-Replacement-white.jpg	HTC	New
712	HTC EVO 4G LTE LCD & Digitizer Touch Screen - White, Original	HTC	HTC-E4L-104		https://www.phonepartworld.com/HTC-EVO-4G-LTE-LCD-Digitizer-Touch-Screen-White-Original	69.99	In Stock	Say goodbye to that cracked screen. Have you have accidentally dropped your HTC EVO 4G LTE and realized that its screen has been scratched or broken? We all know how it feels like, but that's alright! This LCD screen for HTC EVO 4G LTE includes both the touch screen digitizer glass and LCD screen. If your HTC EVO 4G LTE has been dropped or damaged for any reason, this is the replacement screen for you! This brand new assembly includes both screens, allowing you to repair damages like broken LCD displays, discoloration, dead pixels, scratched touch screen glass, and much more! Use this brand new replacement screen assembly to resolve nearly any display or cosmetic issues your HTC EVO 4G LTE may have! Features: HTC EVO 4G LTE Outer Glass + LCD Screen + Touch Digitizer Panel, Preassembled Display Type: IPS LCD2 Capacitive Touchscreen Original OEM LCD Screen Replacement Part Resolution: 1280x720 Pixels, 16M Colors Protection: Corning Gorilla Glass Screen Size: 4.7 inches Color: White Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/EVO%204G%20LTE/1-HTC-EVO-4G-LTE-LCD-Assembly-LCD-Replacement-White.jpg	HTC	New
713	HTC Windows Phone 8X LCD & Digitizer Touch Screen -Black, Original	HTC	HTC-W8X-102		https://www.phonepartworld.com/51.99	56.99	In Stock	Say goodbye to that cracked screen. Have you have accidentally dropped your HTC Windows Phone 8X and realized that its screen has been scratched or broken? We all know how it feels like, but that's alright! This LCD screen for HTC Windows Phone 8X includes both the touch screen digitizer glass and LCD screen. If your HTC Windows Phone 8X has been dropped or damaged for any reason, this is the replacement screen for you! This brand new assembly includes both screens, allowing you to repair damages like broken LCD displays, discoloration, dead pixels, scratched touch screen glass, and much more! Use this brand new replacement screen assembly to resolve nearly any display or cosmetic issues your HTC Windows Phone 8X may have! Features: HTC Windows Phone 8X Outer Glass + LCD Screen + Touch Digitizer Panel, Preassembled Display Type: Super LCD2 Capacitive Touchscreen Original OEM LCD Screen Replacement Part Resolution: 1280x720 Pixels, 16M Colors Protection: Corning Gorilla Glass 2 Screen Size: 4.3 inches Color: Black Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/Windows%20Phone%208X/1-HTC-Windows-Phone-8X-LCD-Touch-Screen-Digitizer-Replacement.jpg	HTC	New
714	HTC Windows Phone 8X Touch Screen Digitizer - Black, Original	HTC	HTC-W8X-103		https://www.phonepartworld.com/HTC-Windows-Phone-8X-Touch-Screen-Digitizer-Black-Original	19.99	In Stock	Say goodbye to that cracked screen. If you have accidentally dropped your HTC Windows Phone 8X and realized that its front screen has been scratched, broken or lost its touch screen sensitivity, then using this part you can restore its functionality. This front screen glass for the HTC Windows Phone 8X includes both the front glass and the touch screen digitizer pre-attached. If your Windows Phone 8X's front screen has been damaged for any reason, this is the replacement screen for you! Use this brand new replacement screen digitizer to resolve touch screen sensitivity any cosmetic issues your Windows Phone 8x may have! Features: HTC Windows Phone 8x Outer Glass + Touch Digitizer Panel, Preassembled Original OEM Touch Screen Digitizer Replacement Part Touch Screen Type: Capacitive Touchscreen Size: 4.3 inches Color: Black Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/Windows%20Phone%208X/1-HTC-Windows-Phone-8X-Touch-Screen-Digitizer-Replacement.jpg	HTC	New
715	HTC Windows Phone 8X Back Cover Replacement - Black	HTC	HTC-W8X-105		https://www.phonepartworld.com/HTC-Windows-Phone-8X-Back-Batter-Cover-Door-Replacement-Black	19.99	In Stock	Have you accidentally dropped and damaged your HTC Windows Phone 8X battery cover? Well, good news. Using this replacement part, which is very easy to install, you can change your cracked or scratched Windows Phone 8X back cover and make it look like brand new. This back cover includes the NFC connector preinstalled so that you can easily replace your HTC Windows Phone 8X's back cover with having to transfer the NFC connector from your device's damaged back cover. Do it yourself and save yourself the cost of buying a new phone or having someone else doing this repair for you. Use this high quality HTC Windows Phone 8X OEM back cover to fix any cosmetic issues your phone's battery cover might have! Features: OEM HTC Windows Phone 8X Battery Door Cover NFC Connector Preinstalled Color: Black Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/Windows%20Phone%208X/1-HTC-WIndows-Phone-8x--Back-Housing-Battery-Cover-Replacement-Black.jpg	HTC	New
720	HTC Windows Phone 8X Back Cover Replacement - Yellow	HTC	HTC-W8X-104		https://www.phonepartworld.com/HTC-Windows-Phone-8X-Back-Batter-Cover-Door-Replacement-Yellow	15.99	In Stock	Have you accidentally dropped and damaged your HTC Windows Phone 8X battery cover? Well, good news. Using this replacement part, which is very easy to install, you can change your cracked or scratched Windows Phone 8X back cover and make it look like brand new. This back cover includes the NFC connector preinstalled so that you can easily replace your HTC Windows Phone 8X's back cover with having to transfer the NFC connector from your device's damaged back cover. Do it yourself and save yourself the cost of buying a new phone or having someone else doing this repair for you. Use this high quality HTC Windows Phone 8X OEM back cover to fix any cosmetic issues your phone's battery cover might have! Features: OEM HTC Windows Phone 8X Battery Door Cover NFC Connector Preinstalled Color: Yellow Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/Windows%20Phone%208X/1-HTC-WIndows-Phone-8x--Back-Housing-Battery-Cover-Replacement-Yellow.JPG	HTC	New
721	HTC Windows Phone 8X Back Cover Replacement - Blue	HTC	HTC-W8X-106		https://www.phonepartworld.com/HTC-Windows-Phone-8X-Back-Batter-Cover-Door-Replacement-Blue	19.99	In Stock	Have you accidentally dropped and damaged your HTC Windows Phone 8X battery cover? Well, good news. Using this replacement part, which is very easy to install, you can change your cracked or scratched Windows Phone 8X back cover and make it look like brand new. This back cover includes the NFC connector preinstalled so that you can easily replace your HTC Windows Phone 8X's back cover with having to transfer the NFC connector from your device's damaged back cover. Do it yourself and save yourself the cost of buying a new phone or having someone else doing this repair for you. Use this high quality HTC Windows Phone 8X OEM back cover to fix any cosmetic issues your phone's battery cover might have! Features: OEM HTC Windows Phone 8X Battery Door Cover NFC Connector Preinstalled Color: Blue Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/Windows%20Phone%208X/1-HTC-WIndows-Phone-8x--Back-Housing-Battery-Cover-Replacement-Blue.JPG	HTC	New
722	HTC Windows Phone 8X Charging Port Flex Cable	HTC	HTC-W8X-109		https://www.phonepartworld.com/HTC-Windows-Phone-8X-Charging-Port-Flex-Cable	13.99	In Stock	If you are having problem charging or connecting your Windows Phone 8X to your computer, replacing this part might solve those issues! The charging port might start to malfunction if the port has been in contact with water, been used with incompatible chargers or simply because dirt, dust or curd has accumulated inside the charging port. Use this part to replace your Windows Phone 8X's charging port and make your smartphone connect to your computer and charge like when it was brand new. Features: Original OEM Charging Port Replacement Module for HTC Windows Phone 8X Compatibility: 	https://www.phonepartworld.com/image/data/Products/HTC/Windows%20Phone%208X/1-HTC-WIndows-Charging-Port-Flex-Cable-Replacement.jpg	HTC	New
750	iPhone 6 LCD Digitizer Touch Screen - White, Original	For Apple	AAPL-i6-102		https://www.phonepartworld.com/Apple-iPhone-6-LCD-Digitizer-Touch-Screen-White-Original	89.99	In Stock	Bring your iPhone 6 back to Life! If you have accidentally dropped your iPhone 6 and realized that its screen has been broken or it's starting to malfunction then you are at the right place. This high quality OEM screen assembly for iPhone 6 includes both the touch screen digitizer and the LCD screen. If your iPhone 6 has been damaged for any reason, and its front screen is not functioning like it used to, this is the replacement screen for you! Using this brand new iPhone 6 screen replacement assembly you can repair damages like broken LCD displays, discoloration, dead pixels, scratched touch screen, and much more! Features: iPhone 6 Outer Glass + LCD Screen + Touch Digitizer Panel, Preassembled Display Type: LED-backlit IPS LCD, Capacitive Touchscreen, 16M colors Resolution: 1334 x 750 pixels, 326 ppi pixel density High Quality OEM LCD Screen Replacement Part Protective Material: Oleophobic Coating Ear Speaker Mesh Cover Screen Size: 4.7 inches Color: White Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/iPhone%206/2-Apple-iPhone-6-LCD-Digitizer-Touch-Screen-Replacement-Black-Original-White-1.JPG	APPLE	New
751	iPhone 6 & 6 Plus Home Button Assembly - Black	For Apple	AAPL-i6-116		https://www.phonepartworld.com/iphone-6-home-button-assembly-with-touch-id-sensor-black-gray	8.58	In Stock	Nonfunctional or sticky home button? Sometimes if your iPhone 6 has been dropped, its home button starts to work improperly. It might not get pressed down like it used to or it might get stuck. You can replace this part yourself using this iPhone 6 Home Button Assembly with Touch ID Sensor and make your iPhone 6's home button work like it used to. This home button assembly comes with a gray home button face (touch ID sensor) and a black metal ring that will match your iPhone's color. You can make your iPhone 6 look and feel just like it used to! Features: OEM iPhone 6 and 6 Plus Home Button Assembly Includes Space Gray Home Button Face And Black Metal Ring Compatibility: 	https://www.phonepartworld.com/image/data/Products/iPhone%206/12-Apple-iPhone-6-Home-Button-Flex-Cable-Black-1.jpg	APPLE	New
758	iPhone 6 Original Front Screen Glass Replacement (Black)	For Apple	AAPL-i6-103		https://www.phonepartworld.com/iphone-6-original-front-screen-glass-replacement-black	10.99	In Stock	In case of a drop or pressure on the front screen of your iPhone 6, its digitizer can start to malfunction while the LCD screen continues to function properly. If you have accidentally dropped your iPhone 6 and realized that its digitizer is not functioning like it used to, then this is the replacement front screen glass you can use to restore the digitizer functionality of your iPhone 6. You can change your iPhone 6's cracked front screen glass with this replacement part and make it look like brand new! Features: Original iPhone 6 Outer Glass Touch Digitizer Protective Material: Oleophobic Coating Screen Size: 4.7 inches Color: Black We also offer a front panel assembly which has the LCD and Front Glass already installed. It's a much easier repair. Device Compatibility: 	https://www.phonepartworld.com/image/data/Products/iPhone%206/3-Apple-iPhone-6-Front-Glass-Lens-Replacement-Black-Original-1.jpg	APPLE	New
766	iPhone 6 Loud Speaker Replacement	APPLE	AAPL-i6-130		https://www.phonepartworld.com/iphone-6-loud-speaker-replacement	9.49	In Stock	Restore the loudspeaker and ringer functionality of your iPhone 6 using this Loud Speaker Replacement Assembly, and make it work like it used to! It's hard to have a conversation on your iPhone 6 while driving or while on a hands-free call if you can't hear the other person from the loudspeaker. A dysfunctional loudspeaker or buzzer will also prevent you from hearing ringer and message alerts or listen to music as loud and clear as before. Features: Genuine Loud Speaker Replacement Module for Apple iPhone 6 Compatibility: 	https://www.phonepartworld.com/image/data/Products/iPhone%206/16-Apple-iPhone-6-Loud-Speaker-Buzzer-Replacement-2.jpg	APPLE	New
776	iPhone 6 Original Front Screen Glass Replacement (White)	For Apple	AAPL-i6-104		https://www.phonepartworld.com/iphone-6-original-front-screen-glass-replacement-White	10.99	In Stock	In case of a drop or pressure on the front screen of your iPhone 6, its digitizer can start to malfunction while the LCD screen continues to function properly. If you have accidentally dropped your iPhone 6 and realized that its digitizer is not functioning like it used to, then this is the replacement front screen glass you can use to restore the digitizer functionality of your iPhone 6. You can change your iPhone 6's cracked front screen glass with this replacement part and make it look like brand new! Features: Original iPhone 6 Outer Glass Touch Digitizer Protective Material: Oleophobic Coating Screen Size: 4.7 inches Color: White We also offer a front panel assembly which has the LCD and Front Glass already installed. It's a much easier repair. Device Compatibility: 	https://www.phonepartworld.com/image/data/Products/iPhone%206/4-Apple-iPhone-6-Front-Glass-Lens-Replacement-White-Original-1.jpg	APPLE	New
781	iPod Touch 4 LCD Digitizer Touch Screen (White, OEM)	APPLE	AAPL-iP4-102		https://www.phonepartworld.com/ipod-touch-4-lcd-digitizer-touch-screen-White-oem	25.99	Out of Stock	Bring your iPod Touch back to Life! If you have accidentally dropped your iPod Touch 4th generation and realized that its screen has been broken or it's starting to malfunction then you are at the right place. This OEM screen assembly for iPod Touch 4 includes both the touch screen digitizer and the LCD screen. If your iPod Touch 4 has been damaged for any reason, and its front screen is not functioning like it used to, this is the replacement screen for you! Using this brand new iPod Touch 4 Gen screen replacement assembly you can repair damages like broken LCD displays, discoloration, dead pixels, scratched touch screen, and much more! Our OEM iPod Touch LCD screen replacements go through a rigorous testing and selection process so that you can rest assured that the parts you receive carry the same quality and craftsmanship that was put into your device when you first bought it. Features: iPod Touch 4th Generation Glass + LCD Screen + Touch Digitizer Panel, Preassembled Display Type: LED-backlit IPS LCD, Capacitive Touchscreen, 16M colors High Quality OEM LCD Screen Replacement Part Resolution: 960x640 pixels Ear Speaker Mesh Cover Screen Size: 3.5 inches Color: White Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/iPod/iPod%20Touch%204/2-Apple-iPod-Touch-4-LCD-Digitizer-Touchscreen-Assemnbly-Replacement-White-1.jpg	APPLE	New
804	Samsung Galaxy Mega 6.3 LCD Digitizer Touch Screen - Black, Original	For Samsung	SMG-GM6-101		https://www.phonepartworld.com/samsung-galaxy-Mega-6-3-lcd-digitizer-touch-screen-black-original	59.95	In Stock	Bring your Galaxy Mega back to Life! If you have accidentally dropped your Samsung Galaxy Mega and realized that its screen has been broken or it's starting to malfunction then you are at the right place. This OEM screen assembly for Samsung Galaxy Mega 6.3 includes both the touch screen digitizer and the LCD screen. If your Galaxy Mega 6.3" has been damaged for any reason, and its front screen is not functioning like it used to, this is the replacement screen for you! Using this brand new Samsung Galaxy Mega 6.3" screen replacement assembly you can repair damages like broken LCD displays, discoloration, dead pixels, scratched touch screen, and much more! Our OEM Samsung Galaxy Mega 6.3 LCD screens go through a rigorous testing and selection process so that you can rest assured that the replacement screen you receive carries the same quality and craftsmanship that was put into your device when you first bought it. Features: Samsung Galaxy Mega Outer Glass + LCD Screen + Touch Digitizer Panel, Preassembled Original OEM Galaxy Mega LCD Digitizer Screen Replacement Part LCD Type: (159.7mm) HD Super Clear LCD, 16M Colors Screen Resolution: 1280 x 720 Screen Size: 6.3" Color: Black Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/SAMSUNG/Galaxy%20Mega/1-Full-Samsung-Galaxy-Mega-6-3-LCD-Digitizer-Touchscreen-Assemnbly-Replacement-Black-1.jpg	SAMSUNG	New
805	Samsung Galaxy Mega 6.3 LCD Digitizer Touch Screen - White, Original	SAMSUNG	SMG-GM6-102		https://www.phonepartworld.com/samsung-galaxy-mega-6-3-lcd-digitizer-touch-screen-black-original-579917499	59.95	In Stock	Bring your Galaxy Mega back to Life! If you have accidentally dropped your Samsung Galaxy Mega and realized that its screen has been broken or it's starting to malfunction then you are at the right place. This OEM screen assembly for Samsung Galaxy Mega 6.3 includes both the touch screen digitizer and the LCD screen. If your Galaxy Mega 6.3" has been damaged for any reason, and its front screen is not functioning like it used to, this is the replacement screen for you! Using this brand new Samsung Galaxy Mega 6.3" screen replacement assembly you can repair damages like broken LCD displays, discoloration, dead pixels, scratched touch screen, and much more! Our OEM Samsung Galaxy Mega 6.3 LCD screens go through a rigorous testing and selection process so that you can rest assured that the replacement screen you receive carries the same quality and craftsmanship that was put into your device when you first bought it. Features: Samsung Galaxy Mega Outer Glass + LCD Screen + Touch Digitizer Panel, Preassembled Original OEM Galaxy Mega LCD Digitizer Screen Replacement Part LCD Type: (159.7mm) HD Super Clear LCD, 16M Colors Screen Resolution: 1280 x 720 Screen Size: 6.3" Color: White Eligible For: Compatibility: 	https://www.phonepartworld.com/image/data/Products/SAMSUNG/Galaxy%20Mega/2-Full-Samsung-Galaxy-Mega-6-3-LCD-Digitizer-Touchscreen-Assemnbly-Replacement-White-1.jpg	SAMSUNG	New
808	Samsung Galaxy Mega 6.3 Back Cover (Black)	For Samsung	SMG-GM6-111		https://www.phonepartworld.com/samsung-galaxy-s4-battery-cover-replacement-black-1542587661	9.99	In Stock	Has your Galaxy MEGA 6.3's back cover been damaged or scratched due to a drop or pressure? Well, good news. Using this replacement back cover, which is very easy to install, you can change your cracked Galaxy MEGA 6.3 back / battery cover and make it look like brand new. Do it yourself and save yourself the cost of buying a new phone or having someone else doing this repair for you. Use this high quality Samsung Galaxy MEGA 6.3 OEM back cover to fix any cosmetic issues your phone's battery cover might have! Features: Original OEM Galaxy Mega 6.3" Battery Door Cover Color: Black Compatibility : 	https://www.phonepartworld.com/image/data/Products/SAMSUNG/Galaxy%20Mega/6-Samsung-Galaxy-Mega-6-3-Battery-Back-Cover-Black-1.jpg	SAMSUNG	New
811	Galaxy Mega 6.3 Front Screen Glass Lens Replacement (Black)	For Samsung	SMG-GM6-107		https://www.phonepartworld.com/galaxy-MEGA-6-3-front-screen-glass-lens-replacement-black	25.99	In Stock	Have you accidentally broken or scratched your Galaxy Mega 6.3's front screen? It happens to all of us but, don't worry ! You can change your Galaxy Mega's cracked front screen glass with this replacement part and make it look like brand new! (Please note that this replacement part does not include the LCD screen. We also offer a front panel assembly which has the LCD and Front Glass already installed. It's a much easier repair. Features: OEM Samsung Galaxy Mega 6.3 Touch Screen Digitizer + Glass Preattached Size: 6.3" Color: Black Compatibility: 	https://www.phonepartworld.com/image/data/Products/SAMSUNG/Galaxy%20Mega/5-Samsung-Galaxy-Mega-6-3-Front-Screen-glass-lens-Black-Replacement-1.jpg	SAMSUNG	New
819	Galaxy Mega 6.3 Front Screen Glass Lens Replacement (White)	For Samsung	SMG-GM6-108		https://www.phonepartworld.com/galaxy-mega-6-3-front-screen-glass-lens-replacement-White	25.99	In Stock	Have you accidentally broken or scratched your Galaxy Mega 6.3's front screen? It happens to all of us but, don't worry ! You can change your Galaxy Mega's cracked front screen glass with this replacement part and make it look like brand new! We also offer a front panel assembly which has the LCD and Front Glass already installed. It's a much easier repair. Features: OEM Samsung Galaxy Mega 6.3 Touch Screen Digitizer + Glass Preattached Size: 6.3" Color: White Compatibility: 	https://www.phonepartworld.com/image/data/Products/SAMSUNG/Galaxy%20Mega/5-Samsung-Galaxy-Mega-6-3-Front-Screen-glass-lens-White-Replacement-1.jpg	SAMSUNG	New
820	Samsung Galaxy Mega 6.3 Back Cover (White)	For Samsung	SMG-GM6-112		https://www.phonepartworld.com/samsung-galaxy-mega-6-3-back-cover-White	9.99	In Stock	Has your Galaxy MEGA 6.3's back cover been damaged or scratched due to a drop or pressure? Well, good news. Using this replacement back cover, which is very easy to install, you can change your cracked Galaxy MEGA 6.3 back / battery cover and make it look like brand new. Do it yourself and save yourself the cost of buying a new phone or having someone else doing this repair for you. Use this high quality Samsung Galaxy MEGA 6.3 OEM back cover to fix any cosmetic issues your phone's battery cover might have! Features: Original OEM Galaxy Mega 6.3" Battery Door Cover Color: White Compatibility : 	https://www.phonepartworld.com/image/data/Products/SAMSUNG/Galaxy%20Mega/7-Samsung-Galaxy-Mega-6-3-Battery-Back-Cover-White-1.jpg	SAMSUNG	New
